member, P, 210235826014.64313, 0.15577030313073645
diagnosis, P, -82936995136.11008, 0.5586612231960355
manage, P, 145009440176.9714, 0.28948371954831886
service, P, -30137263216.74331, 0.8056089030931256
displayed, P, -67156622180.285095, 0.657760425017132
effectively, P, -61622678177.24464, 0.6506074560362567
tfamily, P, -10283978674.377268, 0.903194778572699

task, P, 60151047177.01293, 0.5641202604668758
intern, P, -41621471609.88557, 0.7358012127492606
professional, P, 78451346388.20398, 0.5158210416462122
communication, P, 40735558451.14657, 0.7457888702875912
rexxent, P, -60105564234.670395, 0.6785631149684057
operate, P, -7927152554.81045, 0.9340661351271448
need, P, -72192497039.787, 0.589122734672834
job, P, 404715455701.0072, 0.0034066586082632084
case, P, 235973775348.2867, 0.022069120969638856
factor, P, -49419303284.36729, 0.6775412989400831
demonstrate, P, 181004407581.95142, 0.2292274937361902
make, P, -70464942004.96938, 0.5944956666138244
identify, P, 254692744753.4865, 0.059721129598754405
update, P, 76237060201.69531, 0.5275817233096961
deliver, P, 148155602263.41302, 0.23935894640926458
presentation, P, 68774385857.87315, 0.4846963253989197
medicine, P, -79249634738.93083, 0.47542356718209455
level, P, -54284673920.08432, 0.6893386036574692
appropriate, P, -75035259106.23581, 0.5830902854892623
team, P, -18011054463.698933, 0.8930938325787497
learn, P, -88225885062.67036, 0.5601503365503376
note, P, 142543609389.35162, 0.3317009634559609
fund, P, 110934433265.76465, 0.33137024845613006
prioritize, P, -80016412307.96921, 0.5551812813829207
tteam, P, 459405882959.16504, 0.001955788434008068
history, P, 15506503610.376078, 0.8850984878125272

skill, P, 150770666416.31332, 0.3343165215359257

student, P, 182841857806.687, 0.2917750171152848
act, P, 2225714868.2985244, 0.9735355935384431
ability, P, 119867231225.8466, 0.4177283541376635
understand, P, -67099754006.823456, 0.6219086159551236
feedback, P, -100769251975.16139, 0.29947510803951616
outstanding, P, 289606979447.33105, 0.05273439801714507
question, P, -69644409618.81596, 0.6233756728316436
diagnostic, P, -44641879595.35889, 0.7389336351302256
management, P, -55780807546.8581, 0.7081005701956334
integrate, P, 334571736693.07965, 0.008457424782168411
clinical, P, -103193982880.21402, 0.5324258305340068
tpatients, P, -49827978234.560936, 0.715249401348087
include, P, 208413525751.68362, 0.13137644718532632
communicate, P, -79392723123.40195, 0.5501921644617039

great, P, 360553574176.94135, 0.017287098817078204
able, P, -155150270725.5891, 0.3959711326305526
discharge, P, 78205828302.41455, 0.56115211164706
independently, P, 106656308764.69768, 0.3656664046484098
tcare, P, -71511243649.32141, 0.5661843338967322
progress, P, -16526815610.807835, 0.8519674424846413
issue, P, 136326800731.35269, 0.3469440554792721
developed, P, 67120567821.59291, 0.6060169434302152
felt, P, -16054600925.228754, 0.861492811354901

nuanced, P, 373176961910.88086, 9.420796006511446e-05
comfortable, P, -22636734038.08187, 0.7892365842935591
incorporate, P, 27000707792.91143, 0.846096259892702
inpatient, P, -24348959127.0597, 0.8438191400217845
family, P, 86675486582.99454, 0.5107797651218331
proble, P, 49610020867.67122, 0.7484346599646963

complete, P, 55723077838.3775, 0.6744192539590923
oral, P, -64532581002.65029, 0.5579821821444527
week, P, -1278597706.1804547, 0.9903303652771438
function, P, -22766984722.441128, 0.8350921314923349
thoughtful, P, 109144422580.63007, 0.427643437644629
wonderful, P, 180177957732.36597, 0.12880576918468117
information, P, -79244352837.19102, 0.5904354693452066
look, P, -40669309708.855255, 0.7533205710486867
excellent, P, 209086130373.12973, 0.16288354759901222
tlevel, P, -9199064573.759155, 0.9240378391876967
medical, P, -101420184940.3627, 0.5098036435265141
help, P, 61737632617.73785, 0.6464743682782571
consistently, P, -72122128220.80615, 0.6060321943738536
year, P, -6746804083.62598, 0.9419552680737897
coordinate, P, -40713587973.487854, 0.7368702884749628
multiple, P, -57792338155.81694, 0.6845084313100664
tmost, P, -40775805070.927216, 0.7606771193311339
tpatient, P, -44277806621.5638, 0.7485305815604344

organize, P, -71344354557.42316, 0.5836000214696375
consultant, P, 102353224596.27301, 0.4365504608264067
manner, P, -58487931007.16124, 0.638871192189088
internship, P, 10090361027.673508, 0.8782658493667583
advocate, P, -75924947277.14828, 0.4662713569910858
use, P, 144379799888.9492, 0.3001584862736156
data, P, 74884335078.8814, 0.5664726726227103
provide, P, 81484246084.32289, 0.6430014820748713
thorough, P, 30329651360.264687, 0.8140121064118203
know, P, -18799306406.561, 0.8486526693803406
differential, P, -73014170546.92888, 0.5273864946343245
easy, P, -13435836173.448296, 0.8833361111672492
patient, P, 156270872858.74286, 0.5061461124898972
complex, P, -76624983377.49579, 0.5993465358957719
news, P, -13981200964.082058, 0.8723862441687129
clear, P, 233972419910.7044, 0.09481802281169315
execute, P, -50837272554.51926, 0.6609053258909903
care, P, 243119781957.28278, 0.1805131631034837
base, P, -59537681304.80461, 0.6224349308878472
time, P, -79551217450.48862, 0.5868274645062959
condition, P, -38146049535.985115, 0.7399851109573995
contribute, P, -17912620082.1911, 0.869705877558838
ask, P, -57042807455.516655, 0.6523909676382786
clerkship, P, -8767783312.568556, 0.9306962373529203
advanced, P, -34176745575.09002, 0.810006331881651
physical, P, -67439839654.11752, 0.5432447992386933
knowledge, P, -18439255441.945732, 0.8652657586400426

new, P, -67216943311.604675, 0.5886605341352721
work, P, -114817846356.37276, 0.4391683486018213

round, P, 118415411120.0649, 0.39826800612480606
strong, P, -89061854543.49947, 0.5499915852346522
plan, P, 157724680144.60767, 0.26599214287495593
addition, P, -8950750114.320131, 0.9250921385076243
highly, P, -45478027727.09678, 0.7768491179938404
day, P, -41962429886.714935, 0.7605420048491709
doctor, P, -41729580948.73329, 0.7711535488123196
rexxents, P, -6800300301.462185, 0.9447793804374574
depth, P, -9136246604.110277, 0.8926603534406679
